screen_id,sentence,label,basis,url,retrieved,price_status,gate_visible,gate_unmeasured,review_by
43-6014 / route-2 / free-study-caveat,"They were matched to these skills by what the provider says they cover, not against the skill ratings.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
43-6014 / stay / evidence,We don't have good information yet.,OPEN,No in-role AI study or employer guide found for this SOC that names measured outcomes,,2026-08-17,no price,none seen,,2027-02-17
43-6014 / stay / evidence,"We looked for studies and employer guides about people in this job using AI to take on more valuable work, and didn't find any we would stand behind.",OPEN,No in-role AI study or employer guide found for this SOC that names measured outcomes,,2026-08-17,no price,none seen,,2027-02-17
43-6014 / stay / evidence,Absence of a study isn't absence of a possibility — it means we won't guess on a screen you might act on.,OPEN,No in-role AI study or employer guide found for this SOC that names measured outcomes,,2026-08-17,no price,none seen,,2027-02-17
43-6014 / help / library,A free library card unlocks most of the study listed on this page.,REPORTED,"Richmond Public Library and Henrico County Public Library published card eligibility, including the reciprocal agreement",https://rvalibrary.org/services/get-card/,2026-08-17,published,none seen,,2027-02-17
43-6014 / help / library,"Henrico gives free cards to residents of Henrico, Chesterfield and the City of Richmond, and to Goochland and Hanover residents through a reciprocal agreement.",REPORTED,"Richmond Public Library and Henrico County Public Library published card eligibility, including the reciprocal agreement",https://rvalibrary.org/services/get-card/,2026-08-17,published,none seen,,2027-02-17
43-6014 / help / library,Both libraries need a photo ID and proof of address.,REPORTED,"Richmond Public Library and Henrico County Public Library published card eligibility, including the reciprocal agreement",https://rvalibrary.org/services/get-card/,2026-08-17,published,none seen,,2027-02-17
43-6014 / help / board,"Virginia Career Works Capital Region is the regional workforce board, federally funded and free, with centres in Chesterfield, Henrico and Richmond West.",REPORTED,"Virginia Career Works Capital Region — published centres, eligibility assessment and funding priorities",https://vcwcapital.com/,2026-08-17,published,none seen,,2027-02-17
43-6014 / help / board,"Where this page says the region sells no course, or sells one at a price, they are who to ask about paying for it.",REPORTED,"Virginia Career Works Capital Region — published centres, eligibility assessment and funding priorities",https://vcwcapital.com/,2026-08-17,published,none seen,,2027-02-17
43-6014 / help / board,"Training there is not automatic: they assess eligibility over one to two weeks, give priority by need, and fund training for the occupations their own published list names.",REPORTED,"Virginia Career Works Capital Region — published centres, eligibility assessment and funding priorities",https://vcwcapital.com/,2026-08-17,published,none seen,,2027-02-17
43-6014 / sources / partial-course-list,Courses appear beside a job only where this data links one to it.,OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
43-6014 / sources / partial-course-list,"The region sells others that are not linked, so “no course named here” means none is named here — not that none exists.",OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
43-6014 / sources / partial-course-list,"Where this page instead says nothing local teaches a skill, that gap was searched for in the local catalogues.",OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
15-1252 / header / scale,"About 7,680 people do this job in Greater Richmond.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
15-1252 / header / scale,"The average pay is $139,340 a year.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
15-1252 / header / scale,"That is an average across everyone doing this job here, so most people earn less than it.",MODELLED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060) — annual mean only; no median in the pinned slice",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
15-1252 / header / ai-use,People use AI for some of this work.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
15-1252 / header / ai-use,"That describes how the work is done now, not what happens to the job.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
15-1252 / routes / intro,One other job on this map leads on from here.,MODELLED,"O*NET 29.0 Related Occupations, compared on published skill ratings",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
15-1252 / routes / intro,It pays more and uses AI less.,MODELLED,"O*NET 29.0 Related Occupations, compared on published skill ratings",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
15-1252 / route-1 / pay,"Average pay $196,760 a year.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
15-1252 / route-1 / pay,"That is $57,420 a year more than this job.",MODELLED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060) — difference between two occupational annual means",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
15-1252 / route-1 / pay,How long: not a course.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
15-1252 / route-1 / summary,No skill gap measured,MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
15-1252 / route-1 / summary,no course in this data names it,OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
15-1252 / route-1 / ai-use,People use AI for some of this work.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
15-1252 / route-1 / ai-use,"That describes how the work is done now, not what happens to the job.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
15-1252 / route-1 / gate,Employers choose supervisors.,UNVERIFIED,Employer selection is not in the O*NET Skills file. Inferred from the job-zone difference between origin and destination,,2026-08-15,no price,none seen,Employer selection is not in the O*NET Skills file. Inferred from the job-zone difference between origin and destination,2027-08-15
15-1252 / route-1 / gate,"People move into this by taking on responsibility for the work of others where they already are, and being picked for it.",UNVERIFIED,Employer selection is not in the O*NET Skills file. Inferred from the job-zone difference between origin and destination,,2026-08-15,no price,none seen,Employer selection is not in the O*NET Skills file. Inferred from the job-zone difference between origin and destination,2027-08-15
15-1252 / route-1 / gate,There is no certificate that opens this door.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2027-02-17
15-1252 / route-1 / gate,"Short leadership classes exist and can help, but they are not the thing being asked for.",OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2027-02-17
15-1252 / stay / evidence,We don't have good information yet.,OPEN,No in-role AI study or employer guide found for this SOC that names measured outcomes,,2026-08-17,no price,none seen,,2027-02-17
15-1252 / stay / evidence,"We looked for studies and employer guides about people in this job using AI to take on more valuable work, and didn't find any we would stand behind.",OPEN,No in-role AI study or employer guide found for this SOC that names measured outcomes,,2026-08-17,no price,none seen,,2027-02-17
15-1252 / stay / evidence,Absence of a study isn't absence of a possibility — it means we won't guess on a screen you might act on.,OPEN,No in-role AI study or employer guide found for this SOC that names measured outcomes,,2026-08-17,no price,none seen,,2027-02-17
15-1252 / help / library,A free library card unlocks most of the study listed on this page.,REPORTED,"Richmond Public Library and Henrico County Public Library published card eligibility, including the reciprocal agreement",https://rvalibrary.org/services/get-card/,2026-08-17,published,none seen,,2027-02-17
15-1252 / help / library,"Henrico gives free cards to residents of Henrico, Chesterfield and the City of Richmond, and to Goochland and Hanover residents through a reciprocal agreement.",REPORTED,"Richmond Public Library and Henrico County Public Library published card eligibility, including the reciprocal agreement",https://rvalibrary.org/services/get-card/,2026-08-17,published,none seen,,2027-02-17
15-1252 / help / library,Both libraries need a photo ID and proof of address.,REPORTED,"Richmond Public Library and Henrico County Public Library published card eligibility, including the reciprocal agreement",https://rvalibrary.org/services/get-card/,2026-08-17,published,none seen,,2027-02-17
15-1252 / help / board,"Virginia Career Works Capital Region is the regional workforce board, federally funded and free, with centres in Chesterfield, Henrico and Richmond West.",REPORTED,"Virginia Career Works Capital Region — published centres, eligibility assessment and funding priorities",https://vcwcapital.com/,2026-08-17,published,none seen,,2027-02-17
15-1252 / help / board,"Where this page says the region sells no course, or sells one at a price, they are who to ask about paying for it.",REPORTED,"Virginia Career Works Capital Region — published centres, eligibility assessment and funding priorities",https://vcwcapital.com/,2026-08-17,published,none seen,,2027-02-17
15-1252 / help / board,"Training there is not automatic: they assess eligibility over one to two weeks, give priority by need, and fund training for the occupations their own published list names.",REPORTED,"Virginia Career Works Capital Region — published centres, eligibility assessment and funding priorities",https://vcwcapital.com/,2026-08-17,published,none seen,,2027-02-17
15-1252 / sources / partial-course-list,Courses appear beside a job only where this data links one to it.,OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
15-1252 / sources / partial-course-list,"The region sells others that are not linked, so “no course named here” means none is named here — not that none exists.",OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
15-1252 / sources / partial-course-list,"Where this page instead says nothing local teaches a skill, that gap was searched for in the local catalogues.",OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
13-1071 / header / scale,"About 4,540 people do this job in Greater Richmond.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
13-1071 / header / scale,"The average pay is $83,110 a year.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
13-1071 / header / scale,"That is an average across everyone doing this job here, so most people earn less than it.",MODELLED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060) — annual mean only; no median in the pinned slice",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
13-1071 / header / ai-use,People already use AI for a lot of the day-to-day work in this job.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
13-1071 / header / ai-use,"That describes how the work is done now, and it is not a prediction that the job goes away.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
13-1071 / routes / intro,4 other jobs on this map lead on from here.,MODELLED,"O*NET 29.0 Related Occupations, compared on published skill ratings",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / routes / intro,Each one pays more and uses AI less.,MODELLED,"O*NET 29.0 Related Occupations, compared on published skill ratings",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / pay,"Average pay $88,230 a year.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / pay,"That is $5,120 a year more than this job.",MODELLED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060) — difference between two occupational annual means",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / pay,How long: no set course length.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / pay,This job is rated as asking for about the same preparation as the one you are in.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / different,"What's different: working with numbers, working out how a system behaves and judging how well a system is working.",MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / summary,3 skills to build,MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / summary,no course in this data names it,OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / summary,free study listed,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-1 / ai-use,People rarely use AI for this kind of work.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / ai-use,"That describes how the work is done now, not what happens to the job.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-1 / gate,Nothing here names a licence or a degree — this map compares skill ratings only and cannot see them.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
13-1071 / route-1 / gate,Ask the employer what they require.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
13-1071 / route-1 / training,"Nothing local that we could find, and this is the largest single training gap on the map.",OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026; Reynolds and Brightpoint catalogues — no course found teaching Systems Analysis, Systems Evaluation or Operations Analysis",,2026-08-17,no price,none seen,,2027-02-17
13-1071 / route-1 / training,"The nearest local courses — data analysis, Six Sigma, Power BI — are neighbouring skills, not this one.",OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026; Reynolds and Brightpoint catalogues — no course found teaching Systems Analysis, Systems Evaluation or Operations Analysis",,2026-08-17,no price,none seen,,2027-02-17
13-1071 / route-1 / training,This is on our list of what the region is missing.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026; Reynolds and Brightpoint catalogues — no course found teaching Systems Analysis, Systems Evaluation or Operations Analysis",,2026-08-17,no price,none seen,,2027-02-17
13-1071 / route-1 / training-option,Entry Certificate in Business Analysis (ECBA) — International Institute of Business Analysis · Price not published · National,REPORTED,International Institute of Business Analysis — Entry Certificate in Business Analysis; no price published to non-members,,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-1 / training,No short workforce course targets this.,MODELLED,Reynolds and Brightpoint for-credit mathematics; no short workforce course found targeting the O*NET Mathematics skill,,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-1 / training,"The honest local answer is for-credit mathematics at a community college, which financial aid and G3 can cover.",MODELLED,Reynolds and Brightpoint for-credit mathematics; no short workforce course found targeting the O*NET Mathematics skill,,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-1 / training-option,"For-credit mathematics — Reynolds or Brightpoint Community College · In-state tuition, financial aid eligible · Greater Richmond",REPORTED,Reynolds and Brightpoint for-credit tuition; financial aid eligibility per each college's published policy,,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-1 / free-study,"Mathematics, arithmetic through statistics — Khan Academy.",REPORTED,"Khan Academy mathematics curriculum, provider's own description",https://www.khanacademy.org/math,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-1 / free-study,"Free, no library card, no sign-up fee.",REPORTED,"Khan Academy mathematics curriculum, provider's own description",https://www.khanacademy.org/math,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-1 / free-study,"A full curriculum with practice problems, including “Get ready for” courses for brushing up rather than starting over.",REPORTED,"Khan Academy mathematics curriculum, provider's own description",https://www.khanacademy.org/math,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-1 / free-study,EBSCO Learning Express — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-1 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-1 / free-study,"Maths, reading and writing tutorials, plus practice tests and skill-building exercises.",REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-1 / free-study-caveat,These are free and you can start today.,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-1 / free-study-caveat,"None of them is a credential an employer screens on, a certificate of completion is only a record that you finished, and none of them changes the requirement above.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-1 / free-study-caveat,"They were matched to these skills by what the provider says they cover, not against the skill ratings.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / pay,"Average pay $113,290 a year.",REPORTED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060)",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / pay,"That is $30,180 a year more than this job.",MODELLED,"BLS Occupational Employment and Wage Statistics, May 2025, Richmond VA MSA (40060) — difference between two occupational annual means",https://www.bls.gov/oes/current/oes_40060.htm,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / pay,How long: no set course length.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / pay,This job is rated as asking for about the same preparation as the one you are in.,MODELLED,"O*NET job zone difference between origin and destination — a comparison of rated preparation, not a course length",https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / different,"What's different: managing people, working with numbers, managing your own time, persuading people and teaching other people.",MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / summary,5 skills to build,MODELLED,O*NET 29.0 Skills — difference between two occupations' importance ratings,https://www.onetcenter.org/database.html,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / summary,no course in this data names it,OPEN,"Pinned slice links no course to this destination. The generator carries 28 courses and attaches 14, so this is absence from the data and not from the region",,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / summary,free study listed,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / ai-use,People use AI for some of this work.,REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / ai-use,"That describes how the work is done now, not what happens to the job.",REPORTED,Anthropic Economic Index — observed share of conversations mapped to this occupation's tasks,https://www.anthropic.com/economic-index,2026-08-15,no price,none seen,,2027-08-15
13-1071 / route-2 / gate,Nothing here names a licence or a degree — this map compares skill ratings only and cannot see them.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
13-1071 / route-2 / gate,Ask the employer what they require.,MODELLED,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2026-08-15,no price,No licence or degree named for this destination. The map compares skill ratings only and cannot see either,,2027-08-15
13-1071 / route-2 / training,Nothing local that we could find.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
13-1071 / route-2 / training,No school or programme in Greater Richmond sells a course in managing people.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
13-1071 / route-2 / training,It is built by supervising people and by being given the responsibility.,OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
13-1071 / route-2 / training,"These are the nearest things the region sells, and none of them teaches the same skill.",OPEN,"Community College Workforce Alliance course catalogue, Summer/Fall 2026, Augusoft search; Reynolds and Brightpoint catalogues — no course found teaching Management of Personnel Resources",,2026-08-17,no price,none seen,,2027-02-17
13-1071 / route-2 / training-option,"Leadership and supervision modules — Community College Workforce Alliance · $145–$295 each, one month, online · Greater Richmond",REPORTED,"Community College Workforce Alliance course catalogue, Summer/Fall 2026 — leadership and supervision modules",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / training-option,Making the Move to Supervisor — Community College Workforce Alliance · Price not published · Greater Richmond,REPORTED,"Community College Workforce Alliance course catalogue, Summer/Fall 2026 — Making the Move to Supervisor; listed without a price",,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-2 / training-option,"Project management (CAPM, then PMP) — Community College Workforce Alliance · $700 and $1,200 · Greater Richmond",REPORTED,"Community College Workforce Alliance course catalogue, Summer/Fall 2026 — CAPM and PMP preparation",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,Universal Class — Richmond Public Library.,REPORTED,"Richmond Public Library — Universal Class, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — Universal Class, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,"Over 500 courses with an instructor, most ending in a certificate of completion.",REPORTED,"Richmond Public Library — Universal Class, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,EBSCOlearning ACCEL — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,"Videos, book summaries and articles for building personal and professional skills.",REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study-caveat,These are free and you can start today.,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / free-study-caveat,"None of them is a credential an employer screens on, a certificate of completion is only a record that you finished, and none of them changes the requirement above.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / free-study-caveat,"They were matched to these skills by what the provider says they cover, not against the skill ratings.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / training,No short workforce course targets this.,MODELLED,Reynolds and Brightpoint for-credit mathematics; no short workforce course found targeting the O*NET Mathematics skill,,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-2 / training,"The honest local answer is for-credit mathematics at a community college, which financial aid and G3 can cover.",MODELLED,Reynolds and Brightpoint for-credit mathematics; no short workforce course found targeting the O*NET Mathematics skill,,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-2 / training-option,"For-credit mathematics — Reynolds or Brightpoint Community College · In-state tuition, financial aid eligible · Greater Richmond",REPORTED,Reynolds and Brightpoint for-credit tuition; financial aid eligibility per each college's published policy,,2026-08-17,not published,none seen,,2027-02-17
13-1071 / route-2 / free-study,"Mathematics, arithmetic through statistics — Khan Academy.",REPORTED,"Khan Academy mathematics curriculum, provider's own description",https://www.khanacademy.org/math,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,"Free, no library card, no sign-up fee.",REPORTED,"Khan Academy mathematics curriculum, provider's own description",https://www.khanacademy.org/math,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,"A full curriculum with practice problems, including “Get ready for” courses for brushing up rather than starting over.",REPORTED,"Khan Academy mathematics curriculum, provider's own description",https://www.khanacademy.org/math,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,EBSCO Learning Express — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,"Maths, reading and writing tutorials, plus practice tests and skill-building exercises.",REPORTED,"Richmond Public Library — EBSCO Learning Express, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study-caveat,These are free and you can start today.,MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / free-study-caveat,"None of them is a credential an employer screens on, a certificate of completion is only a record that you finished, and none of them changes the requirement above.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / free-study-caveat,"They were matched to these skills by what the provider says they cover, not against the skill ratings.",MODELLED,"Free resources matched to skills by what each provider says it covers, not against the O*NET ratings",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / training,"These are built by doing the work, by being coached, and in short workshops.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / training,"No certificate covers them, so nobody should be sold one for this.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / training,"What is free is practice and coaching, which is worth more here than any course.",MODELLED,"Regional workforce research, August 2026 — no credential found covering the everyday working skills",,2026-08-17,no price,none seen,,2027-08-17
13-1071 / route-2 / free-study,EBSCOlearning ACCEL — Richmond Public Library.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,Free with a library card.,REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
13-1071 / route-2 / free-study,"Videos, book summaries and articles for building personal and professional skills.",REPORTED,"Richmond Public Library — EBSCOlearning ACCEL, library's own listing",,2026-08-17,published,none seen,,2027-02-17
